Frame Count,Start Time
0,New Text
143,2024-01-29 22:38:06.700
144,2024-01-29 22:38:06.734
145,2024-01-29 22:38:06.767
146,2024-01-29 22:38:06.801
147,2024-01-29 22:38:06.834
148,2024-01-29 22:38:06.868
149,2024-01-29 22:38:06.901
150,2024-01-29 22:38:06.935
151,2024-01-29 22:38:06.968
152,2024-01-29 22:38:07.001
153,2024-01-29 22:38:07.035
154,2024-01-29 22:38:11.540
155,2024-01-29 22:38:11.566
156,2024-01-29 22:38:11.600
157,2024-01-29 22:38:11.638
158,2024-01-29 22:38:11.670
159,2024-01-29 22:38:11.705
160,2024-01-29 22:38:11.743
161,2024-01-29 22:38:11.781
162,2024-01-29 22:38:11.822
163,2024-01-29 22:38:11.856
164,2024-01-29 22:38:11.888
165,2024-01-29 22:38:11.943
166,2024-01-29 22:38:11.976
167,2024-01-29 22:38:12.009
168,2024-01-29 22:38:12.042
169,2024-01-29 22:38:12.076
170,2024-01-29 22:38:12.110
171,2024-01-29 22:38:12.143
172,2024-01-29 22:38:12.176
173,2024-01-29 22:38:12.210
174,2024-01-29 22:38:12.243
175,2024-01-29 22:38:12.276
176,2024-01-29 22:38:12.309
177,2024-01-29 22:38:12.344
178,2024-01-29 22:38:12.377
179,2024-01-29 22:38:12.410
180,2024-01-29 22:38:12.443
181,2024-01-29 22:38:12.477
182,2024-01-29 22:38:12.510
183,2024-01-29 22:38:12.543
184,2024-01-29 22:38:12.576
185,2024-01-29 22:38:12.610
186,2024-01-29 22:38:12.643
187,2024-01-29 22:38:12.677
188,2024-01-29 22:38:12.720
189,2024-01-29 22:38:12.745
190,2024-01-29 22:38:12.778
191,2024-01-29 22:38:12.811
192,2024-01-29 22:38:12.844
193,2024-01-29 22:38:12.878
194,2024-01-29 22:38:12.911
195,2024-01-29 22:38:12.945
196,2024-01-29 22:38:12.978
197,2024-01-29 22:38:13.012
198,2024-01-29 22:38:13.045
199,2024-01-29 22:38:13.078
200,2024-01-29 22:38:13.112
201,2024-01-29 22:38:13.145
202,2024-01-29 22:38:13.178
203,2024-01-29 22:38:13.212
204,2024-01-29 22:38:13.245
205,2024-01-29 22:38:13.280
206,2024-01-29 22:38:13.312
207,2024-01-29 22:38:13.345
208,2024-01-29 22:38:13.379
209,2024-01-29 22:38:13.412
210,2024-01-29 22:38:13.446
211,2024-01-29 22:38:13.480
212,2024-01-29 22:38:13.513
213,2024-01-29 22:38:13.546
214,2024-01-29 22:38:13.579
215,2024-01-29 22:38:13.613
216,2024-01-29 22:38:13.646
217,2024-01-29 22:38:13.679
218,2024-01-29 22:38:13.714
219,2024-01-29 22:38:13.748
220,2024-01-29 22:38:13.781
221,2024-01-29 22:38:13.814
222,2024-01-29 22:38:13.847
223,2024-01-29 22:38:13.881
224,2024-01-29 22:38:13.943
225,2024-01-29 22:38:13.974
226,2024-01-29 22:38:14.007
227,2024-01-29 22:38:14.040
228,2024-01-29 22:38:14.073
229,2024-01-29 22:38:14.107
230,2024-01-29 22:38:14.140
231,2024-01-29 22:38:14.174
232,2024-01-29 22:38:14.207
233,2024-01-29 22:38:14.240
234,2024-01-29 22:38:14.273
235,2024-01-29 22:38:14.307
236,2024-01-29 22:38:14.340
237,2024-01-29 22:38:14.373
238,2024-01-29 22:38:14.407
239,2024-01-29 22:38:14.440
240,2024-01-29 22:38:14.474
241,2024-01-29 22:38:14.507
242,2024-01-29 22:38:14.541
243,2024-01-29 22:38:14.574
244,2024-01-29 22:38:14.607
245,2024-01-29 22:38:14.641
246,2024-01-29 22:38:14.674
247,2024-01-29 22:38:14.708
248,2024-01-29 22:38:14.741
249,2024-01-29 22:38:14.775
250,2024-01-29 22:38:14.808
251,2024-01-29 22:38:14.842
252,2024-01-29 22:38:14.875
253,2024-01-29 22:38:14.910
254,2024-01-29 22:38:14.942
255,2024-01-29 22:38:14.975
256,2024-01-29 22:38:15.009
257,2024-01-29 22:38:15.042
258,2024-01-29 22:38:15.076
259,2024-01-29 22:38:15.109
260,2024-01-29 22:38:15.143
261,2024-01-29 22:38:15.176
262,2024-01-29 22:38:15.210
263,2024-01-29 22:38:15.243
264,2024-01-29 22:38:15.276
265,2024-01-29 22:38:15.309
266,2024-01-29 22:38:15.343
267,2024-01-29 22:38:15.376
268,2024-01-29 22:38:15.410
269,2024-01-29 22:38:15.443
270,2024-01-29 22:38:15.477
271,2024-01-29 22:38:15.510
272,2024-01-29 22:38:15.544
273,2024-01-29 22:38:15.577
274,2024-01-29 22:38:15.611
275,2024-01-29 22:38:15.644
276,2024-01-29 22:38:15.677
277,2024-01-29 22:38:15.711
278,2024-01-29 22:38:15.745
279,2024-01-29 22:38:15.778
280,2024-01-29 22:38:15.811
281,2024-01-29 22:38:15.845
282,2024-01-29 22:38:15.878
283,2024-01-29 22:38:15.912
284,2024-01-29 22:38:15.945
285,2024-01-29 22:38:15.979
286,2024-01-29 22:38:16.013
287,2024-01-29 22:38:16.046
288,2024-01-29 22:38:16.080
289,2024-01-29 22:38:16.112
290,2024-01-29 22:38:16.145
291,2024-01-29 22:38:16.178
292,2024-01-29 22:38:16.212
293,2024-01-29 22:38:16.245
294,2024-01-29 22:38:16.279
295,2024-01-29 22:38:16.313
296,2024-01-29 22:38:16.347
297,2024-01-29 22:38:16.380
298,2024-01-29 22:38:16.413
299,2024-01-29 22:38:16.447
300,2024-01-29 22:38:16.485
301,2024-01-29 22:38:16.516
302,2024-01-29 22:38:16.548
303,2024-01-29 22:38:16.585
304,2024-01-29 22:38:16.617
305,2024-01-29 22:38:16.649
306,2024-01-29 22:38:16.683
307,2024-01-29 22:38:16.716
308,2024-01-29 22:38:16.749
309,2024-01-29 22:38:16.784
310,2024-01-29 22:38:16.816
311,2024-01-29 22:38:16.850
312,2024-01-29 22:38:16.884
313,2024-01-29 22:38:16.917
314,2024-01-29 22:38:16.950
315,2024-01-29 22:38:16.984
316,2024-01-29 22:38:17.018
317,2024-01-29 22:38:17.050
318,2024-01-29 22:38:17.084
319,2024-01-29 22:38:17.118
320,2024-01-29 22:38:17.150
321,2024-01-29 22:38:17.184
322,2024-01-29 22:38:17.217
323,2024-01-29 22:38:17.251
324,2024-01-29 22:38:17.285
325,2024-01-29 22:38:17.318
326,2024-01-29 22:38:17.352
327,2024-01-29 22:38:17.385
328,2024-01-29 22:38:17.419
329,2024-01-29 22:38:17.453
330,2024-01-29 22:38:17.486
331,2024-01-29 22:38:17.519
332,2024-01-29 22:38:17.552
333,2024-01-29 22:38:17.585
334,2024-01-29 22:38:17.619
335,2024-01-29 22:38:17.652
336,2024-01-29 22:38:17.685
337,2024-01-29 22:38:17.719
338,2024-01-29 22:38:17.752
339,2024-01-29 22:38:17.786
340,2024-01-29 22:38:17.819
341,2024-01-29 22:38:17.852
342,2024-01-29 22:38:17.886
343,2024-01-29 22:38:17.919
344,2024-01-29 22:38:17.952
345,2024-01-29 22:38:17.986
346,2024-01-29 22:38:18.020
347,2024-01-29 22:38:18.053
348,2024-01-29 22:38:18.086
349,2024-01-29 22:38:18.120
350,2024-01-29 22:38:18.153
351,2024-01-29 22:38:18.186
352,2024-01-29 22:38:18.220
353,2024-01-29 22:38:18.254
354,2024-01-29 22:38:18.287
355,2024-01-29 22:38:18.321
356,2024-01-29 22:38:18.354
357,2024-01-29 22:38:18.387
358,2024-01-29 22:38:18.421
359,2024-01-29 22:38:18.454
360,2024-01-29 22:38:18.487
361,2024-01-29 22:38:18.520
362,2024-01-29 22:38:18.554
363,2024-01-29 22:38:18.587
364,2024-01-29 22:38:18.621
365,2024-01-29 22:38:18.654
366,2024-01-29 22:38:18.688
367,2024-01-29 22:38:18.722
368,2024-01-29 22:38:18.755
369,2024-01-29 22:38:18.788
370,2024-01-29 22:38:18.822
371,2024-01-29 22:38:18.856
372,2024-01-29 22:38:18.889
373,2024-01-29 22:38:18.923
374,2024-01-29 22:38:18.956
375,2024-01-29 22:38:18.988
376,2024-01-29 22:38:19.022
377,2024-01-29 22:38:19.055
378,2024-01-29 22:38:19.089
379,2024-01-29 22:38:19.124
380,2024-01-29 22:38:19.155
381,2024-01-29 22:38:19.188
382,2024-01-29 22:38:19.222
383,2024-01-29 22:38:19.256
384,2024-01-29 22:38:19.288
385,2024-01-29 22:38:19.322
386,2024-01-29 22:38:19.356
387,2024-01-29 22:38:19.390
388,2024-01-29 22:38:19.423
389,2024-01-29 22:38:19.456
390,2024-01-29 22:38:19.490
391,2024-01-29 22:38:19.524
392,2024-01-29 22:38:19.564
393,2024-01-29 22:38:19.600
394,2024-01-29 22:38:19.634
395,2024-01-29 22:38:19.668
396,2024-01-29 22:38:19.701
397,2024-01-29 22:38:19.734
398,2024-01-29 22:38:19.769
399,2024-01-29 22:38:19.801
400,2024-01-29 22:38:19.835
401,2024-01-29 22:38:19.868
402,2024-01-29 22:38:19.902
403,2024-01-29 22:38:19.936
404,2024-01-29 22:38:19.969
405,2024-01-29 22:38:20.003
406,2024-01-29 22:38:20.035
407,2024-01-29 22:38:20.068
408,2024-01-29 22:38:20.102
409,2024-01-29 22:38:20.135
410,2024-01-29 22:38:20.169
411,2024-01-29 22:38:20.202
412,2024-01-29 22:38:20.237
413,2024-01-29 22:38:20.276
414,2024-01-29 22:38:20.312
415,2024-01-29 22:38:20.338
416,2024-01-29 22:38:20.372
417,2024-01-29 22:38:20.433
418,2024-01-29 22:38:20.465
419,2024-01-29 22:38:20.498
420,2024-01-29 22:38:20.532
421,2024-01-29 22:38:20.565
422,2024-01-29 22:38:20.599
423,2024-01-29 22:38:20.633
424,2024-01-29 22:38:20.667
425,2024-01-29 22:38:20.699
426,2024-01-29 22:38:20.733
427,2024-01-29 22:38:20.766
428,2024-01-29 22:38:20.799
429,2024-01-29 22:38:20.834
430,2024-01-29 22:38:20.866
431,2024-01-29 22:38:20.913
432,2024-01-29 22:38:20.938
433,2024-01-29 22:38:20.967
434,2024-01-29 22:38:21.000
435,2024-01-29 22:38:21.033
436,2024-01-29 22:38:21.065
437,2024-01-29 22:38:21.099
438,2024-01-29 22:38:21.132
439,2024-01-29 22:38:21.167
440,2024-01-29 22:38:21.200
441,2024-01-29 22:38:21.233
442,2024-01-29 22:38:21.266
443,2024-01-29 22:38:21.300
444,2024-01-29 22:38:21.333
445,2024-01-29 22:38:21.366
446,2024-01-29 22:38:21.400
447,2024-01-29 22:38:21.433
448,2024-01-29 22:38:21.466
449,2024-01-29 22:38:21.500
450,2024-01-29 22:38:21.534
451,2024-01-29 22:38:21.567
452,2024-01-29 22:38:21.600
453,2024-01-29 22:38:21.634
454,2024-01-29 22:38:21.667
455,2024-01-29 22:38:21.701
456,2024-01-29 22:38:21.734
457,2024-01-29 22:38:21.768
458,2024-01-29 22:38:21.801
459,2024-01-29 22:38:21.835
460,2024-01-29 22:38:21.868
461,2024-01-29 22:38:21.902
462,2024-01-29 22:38:21.935
463,2024-01-29 22:38:21.969
464,2024-01-29 22:38:22.003
465,2024-01-29 22:38:22.035
466,2024-01-29 22:38:22.068
467,2024-01-29 22:38:22.102
468,2024-01-29 22:38:22.136
469,2024-01-29 22:38:22.169
470,2024-01-29 22:38:22.202
471,2024-01-29 22:38:22.236
472,2024-01-29 22:38:22.269
473,2024-01-29 22:38:22.302
474,2024-01-29 22:38:22.337
475,2024-01-29 22:38:22.369
476,2024-01-29 22:38:22.403
477,2024-01-29 22:38:22.436
478,2024-01-29 22:38:22.470
479,2024-01-29 22:38:22.503
480,2024-01-29 22:38:22.537
481,2024-01-29 22:38:22.570
482,2024-01-29 22:38:22.606
483,2024-01-29 22:38:22.637
484,2024-01-29 22:38:22.671
485,2024-01-29 22:38:22.704
486,2024-01-29 22:38:22.738
487,2024-01-29 22:38:22.771
488,2024-01-29 22:38:22.804
489,2024-01-29 22:38:22.838
490,2024-01-29 22:38:22.871
491,2024-01-29 22:38:22.904
492,2024-01-29 22:38:22.938
493,2024-01-29 22:38:22.972
494,2024-01-29 22:38:23.004
495,2024-01-29 22:38:23.038
496,2024-01-29 22:38:23.072
497,2024-01-29 22:38:23.105
498,2024-01-29 22:38:23.139
499,2024-01-29 22:38:23.172
500,2024-01-29 22:38:23.205
501,2024-01-29 22:38:23.239
502,2024-01-29 22:38:23.272
503,2024-01-29 22:38:23.306
504,2024-01-29 22:38:23.340
505,2024-01-29 22:38:23.373
506,2024-01-29 22:38:23.406
507,2024-01-29 22:38:23.440
508,2024-01-29 22:38:23.473
509,2024-01-29 22:38:23.507
510,2024-01-29 22:38:23.539
511,2024-01-29 22:38:23.573
512,2024-01-29 22:38:23.608
513,2024-01-29 22:38:23.641
514,2024-01-29 22:38:23.674
515,2024-01-29 22:38:23.707
516,2024-01-29 22:38:23.741
517,2024-01-29 22:38:23.774
518,2024-01-29 22:38:23.807
519,2024-01-29 22:38:23.841
520,2024-01-29 22:38:23.875
521,2024-01-29 22:38:23.909
522,2024-01-29 22:38:23.941
523,2024-01-29 22:38:23.975
524,2024-01-29 22:38:24.008
525,2024-01-29 22:38:24.041
526,2024-01-29 22:38:24.075
527,2024-01-29 22:38:24.109
528,2024-01-29 22:38:24.142
529,2024-01-29 22:38:24.179
530,2024-01-29 22:38:24.210
531,2024-01-29 22:38:24.242
532,2024-01-29 22:38:24.275
533,2024-01-29 22:38:24.309
534,2024-01-29 22:38:24.342
535,2024-01-29 22:38:24.376
536,2024-01-29 22:38:24.410
537,2024-01-29 22:38:24.448
538,2024-01-29 22:38:24.476
539,2024-01-29 22:38:24.509
540,2024-01-29 22:38:24.542
541,2024-01-29 22:38:24.579
542,2024-01-29 22:38:24.610
543,2024-01-29 22:38:24.643
544,2024-01-29 22:38:24.677
545,2024-01-29 22:38:24.710
546,2024-01-29 22:38:24.746
547,2024-01-29 22:38:24.779
548,2024-01-29 22:38:24.811
549,2024-01-29 22:38:24.844
550,2024-01-29 22:38:24.877
551,2024-01-29 22:38:24.910
552,2024-01-29 22:38:24.943
553,2024-01-29 22:38:24.978
554,2024-01-29 22:38:25.011
555,2024-01-29 22:38:25.045
556,2024-01-29 22:38:25.078
557,2024-01-29 22:38:25.112
558,2024-01-29 22:38:25.147
559,2024-01-29 22:38:25.179
560,2024-01-29 22:38:25.218
561,2024-01-29 22:38:25.247
562,2024-01-29 22:38:25.281
563,2024-01-29 22:38:25.313
564,2024-01-29 22:38:25.346
565,2024-01-29 22:38:25.379
566,2024-01-29 22:38:25.413
567,2024-01-29 22:38:25.448
568,2024-01-29 22:38:25.493
569,2024-01-29 22:38:25.523
570,2024-01-29 22:38:25.554
571,2024-01-29 22:38:25.588
572,2024-01-29 22:38:25.621
573,2024-01-29 22:38:25.680
574,2024-01-29 22:38:25.725
575,2024-01-29 22:38:25.765
576,2024-01-29 22:38:25.800
577,2024-01-29 22:38:25.829
578,2024-01-29 22:38:25.863
579,2024-01-29 22:38:25.897
580,2024-01-29 22:38:25.929
581,2024-01-29 22:38:25.964
582,2024-01-29 22:38:25.997
583,2024-01-29 22:38:26.030
584,2024-01-29 22:38:26.064
585,2024-01-29 22:38:26.097
586,2024-01-29 22:38:26.130
587,2024-01-29 22:38:26.166
588,2024-01-29 22:38:26.198
589,2024-01-29 22:38:26.230
590,2024-01-29 22:38:26.264
591,2024-01-29 22:38:26.298
592,2024-01-29 22:38:26.331
593,2024-01-29 22:38:26.365
594,2024-01-29 22:38:26.398
595,2024-01-29 22:38:26.433
596,2024-01-29 22:38:26.465
597,2024-01-29 22:38:26.498
598,2024-01-29 22:38:26.532
599,2024-01-29 22:38:26.565
600,2024-01-29 22:38:26.599
601,2024-01-29 22:38:26.633
602,2024-01-29 22:38:26.670
603,2024-01-29 22:38:26.699
604,2024-01-29 22:38:26.733
605,2024-01-29 22:38:26.766
606,2024-01-29 22:38:26.800
607,2024-01-29 22:38:26.833
608,2024-01-29 22:38:26.866
609,2024-01-29 22:38:26.902
610,2024-01-29 22:38:26.934
611,2024-01-29 22:38:26.968
612,2024-01-29 22:38:27.001
613,2024-01-29 22:38:27.035
614,2024-01-29 22:38:27.068
615,2024-01-29 22:38:27.102
616,2024-01-29 22:38:27.135
617,2024-01-29 22:38:27.169
618,2024-01-29 22:38:27.202
619,2024-01-29 22:38:27.235
620,2024-01-29 22:38:27.269
621,2024-01-29 22:38:27.302
622,2024-01-29 22:38:27.336
623,2024-01-29 22:38:27.369
624,2024-01-29 22:38:27.403
625,2024-01-29 22:38:27.436
626,2024-01-29 22:38:27.469
627,2024-01-29 22:38:27.502
628,2024-01-29 22:38:27.535
629,2024-01-29 22:38:27.569
630,2024-01-29 22:38:27.602
631,2024-01-29 22:38:27.635
632,2024-01-29 22:38:27.669
633,2024-01-29 22:38:27.703
634,2024-01-29 22:38:27.737
635,2024-01-29 22:38:27.770
636,2024-01-29 22:38:27.803
637,2024-01-29 22:38:27.837
638,2024-01-29 22:38:27.870
639,2024-01-29 22:38:27.903
640,2024-01-29 22:38:27.938
641,2024-01-29 22:38:27.972
642,2024-01-29 22:38:28.005
643,2024-01-29 22:38:28.040
644,2024-01-29 22:38:28.072
645,2024-01-29 22:38:28.105
646,2024-01-29 22:38:28.139
647,2024-01-29 22:38:28.172
648,2024-01-29 22:38:28.206
649,2024-01-29 22:38:28.240
650,2024-01-29 22:38:28.273
651,2024-01-29 22:38:28.306
652,2024-01-29 22:38:28.340
653,2024-01-29 22:38:28.373
654,2024-01-29 22:38:28.407
655,2024-01-29 22:38:28.439
656,2024-01-29 22:38:28.473
657,2024-01-29 22:38:28.506
658,2024-01-29 22:38:28.540
659,2024-01-29 22:38:28.573
660,2024-01-29 22:38:28.607
661,2024-01-29 22:38:28.640
662,2024-01-29 22:38:28.674
663,2024-01-29 22:38:28.707
664,2024-01-29 22:38:28.741
665,2024-01-29 22:38:28.774
666,2024-01-29 22:38:28.807
667,2024-01-29 22:38:28.841
668,2024-01-29 22:38:28.874
669,2024-01-29 22:38:28.907
670,2024-01-29 22:38:28.941
671,2024-01-29 22:38:28.975
672,2024-01-29 22:38:29.008
673,2024-01-29 22:38:29.041
674,2024-01-29 22:38:29.075
675,2024-01-29 22:38:29.108
676,2024-01-29 22:38:29.142
677,2024-01-29 22:38:29.175
678,2024-01-29 22:38:29.209
679,2024-01-29 22:38:29.242
680,2024-01-29 22:38:29.275
