Frame Count;Start Time;End Time
;New Text;
0;26.01.2024 17:01;
1;26.01.2024 17:01;
2;2024-01-26 17:01:47.009;
3;2024-01-26 17:01:47.037;
4;2024-01-26 17:01:47.075;
5;26.01.2024 17:01;
6;26.01.2024 17:01;
7;26.01.2024 17:01;
8;26.01.2024 17:01;
9;26.01.2024 17:01;
10;26.01.2024 17:01;
11;26.01.2024 17:01;
12;26.01.2024 17:01;
13;26.01.2024 17:01;
14;26.01.2024 17:01;
15;26.01.2024 17:01;
16;26.01.2024 17:01;
17;26.01.2024 17:01;
18;26.01.2024 17:01;
19;26.01.2024 17:01;
20;26.01.2024 17:01;
21;26.01.2024 17:01;
22;26.01.2024 17:01;
23;26.01.2024 17:01;
24;26.01.2024 17:01;
25;26.01.2024 17:01;
26;26.01.2024 17:01;
27;26.01.2024 17:01;
28;26.01.2024 17:01;
29;26.01.2024 17:01;
30;26.01.2024 17:01;
31;26.01.2024 17:01;
32;2024-01-26 17:01:48.028;
33;2024-01-26 17:01:48.049;
34;2024-01-26 17:01:48.079;
35;26.01.2024 17:01;
36;26.01.2024 17:01;
37;26.01.2024 17:01;
38;26.01.2024 17:01;
39;26.01.2024 17:01;
40;26.01.2024 17:01;
41;26.01.2024 17:01;
42;26.01.2024 17:01;
43;26.01.2024 17:01;
44;26.01.2024 17:01;
45;26.01.2024 17:01;
46;26.01.2024 17:01;
47;26.01.2024 17:01;
48;26.01.2024 17:01;
49;26.01.2024 17:01;
50;26.01.2024 17:01;
51;26.01.2024 17:01;
52;26.01.2024 17:01;
53;26.01.2024 17:01;
54;26.01.2024 17:01;
55;26.01.2024 17:01;
56;26.01.2024 17:01;
57;26.01.2024 17:01;
58;26.01.2024 17:01;
59;26.01.2024 17:01;
60;26.01.2024 17:01;
61;26.01.2024 17:01;
62;2024-01-26 17:01:49.023;
63;2024-01-26 17:01:49.059;
64;2024-01-26 17:01:49.090;
65;26.01.2024 17:01;
66;26.01.2024 17:01;
67;26.01.2024 17:01;
68;26.01.2024 17:01;
69;26.01.2024 17:01;
70;26.01.2024 17:01;
71;26.01.2024 17:01;
72;26.01.2024 17:01;
73;26.01.2024 17:01;
74;26.01.2024 17:01;
75;26.01.2024 17:01;
76;26.01.2024 17:01;
77;26.01.2024 17:01;
78;26.01.2024 17:01;
79;26.01.2024 17:01;
80;26.01.2024 17:01;
81;26.01.2024 17:01;
82;26.01.2024 17:01;
83;26.01.2024 17:01;
84;26.01.2024 17:01;
85;26.01.2024 17:01;
86;26.01.2024 17:01;
87;26.01.2024 17:01;
88;26.01.2024 17:01;
89;26.01.2024 17:01;
90;26.01.2024 17:01;
91;26.01.2024 17:01;
92;2024-01-26 17:01:50.026;
93;2024-01-26 17:01:50.059;
94;2024-01-26 17:01:50.092;
95;26.01.2024 17:01;
96;26.01.2024 17:01;
97;26.01.2024 17:01;
98;26.01.2024 17:01;
99;26.01.2024 17:01;
100;26.01.2024 17:01;
101;26.01.2024 17:01;
102;26.01.2024 17:01;
103;26.01.2024 17:01;
104;26.01.2024 17:01;
105;26.01.2024 17:01;
106;26.01.2024 17:01;
107;26.01.2024 17:01;
108;26.01.2024 17:01;
109;26.01.2024 17:01;
110;26.01.2024 17:01;
111;26.01.2024 17:01;
112;26.01.2024 17:01;
113;26.01.2024 17:01;
114;26.01.2024 17:01;
115;26.01.2024 17:01;
116;26.01.2024 17:01;
117;26.01.2024 17:01;
118;26.01.2024 17:01;
119;26.01.2024 17:01;
120;26.01.2024 17:01;
121;26.01.2024 17:01;
122;2024-01-26 17:01:51.024;
123;2024-01-26 17:01:51.062;
124;2024-01-26 17:01:51.091;
125;26.01.2024 17:01;
126;26.01.2024 17:01;
127;26.01.2024 17:01;
128;26.01.2024 17:01;
129;26.01.2024 17:01;
130;26.01.2024 17:01;
131;26.01.2024 17:01;
132;26.01.2024 17:01;
133;26.01.2024 17:01;
134;26.01.2024 17:01;
135;26.01.2024 17:01;
136;26.01.2024 17:01;
137;26.01.2024 17:01;
138;26.01.2024 17:01;
139;26.01.2024 17:01;
140;26.01.2024 17:01;
141;26.01.2024 17:01;
142;26.01.2024 17:01;
143;26.01.2024 17:01;
144;26.01.2024 17:01;
145;26.01.2024 17:01;
146;26.01.2024 17:01;
147;26.01.2024 17:01;
148;26.01.2024 17:01;
149;26.01.2024 17:01;
150;26.01.2024 17:01;
151;26.01.2024 17:01;
152;2024-01-26 17:01:52.032;
153;26.01.2024 17:01;
154;26.01.2024 17:01;
155;26.01.2024 17:01;
156;26.01.2024 17:01;
157;26.01.2024 17:01;
158;26.01.2024 17:01;
159;26.01.2024 17:01;
160;26.01.2024 17:01;
161;26.01.2024 17:01;
162;26.01.2024 17:01;
163;26.01.2024 17:01;
164;26.01.2024 17:01;
165;26.01.2024 17:01;
166;26.01.2024 17:01;
167;26.01.2024 17:01;
168;2024-01-26 17:01:57.028;
169;2024-01-26 17:01:57.078;
170;26.01.2024 17:01;
171;26.01.2024 17:01;
172;26.01.2024 17:01;
173;26.01.2024 17:01;
174;26.01.2024 17:01;
175;26.01.2024 17:01;
176;26.01.2024 17:01;
177;26.01.2024 17:01;
178;26.01.2024 17:01;
179;26.01.2024 17:01;
180;26.01.2024 17:01;
181;26.01.2024 17:01;
182;26.01.2024 17:01;
183;26.01.2024 17:01;
184;26.01.2024 17:01;
185;26.01.2024 17:01;
186;26.01.2024 17:01;
187;26.01.2024 17:01;
188;26.01.2024 17:01;
189;26.01.2024 17:01;
190;26.01.2024 17:01;
191;26.01.2024 17:01;
192;26.01.2024 17:01;
193;26.01.2024 17:01;
194;26.01.2024 17:01;
195;26.01.2024 17:01;
196;26.01.2024 17:01;
197;2024-01-26 17:01:58.010;
198;2024-01-26 17:01:58.033;
199;2024-01-26 17:01:58.075;
200;26.01.2024 17:01;
201;26.01.2024 17:01;
202;26.01.2024 17:01;
203;26.01.2024 17:01;
204;26.01.2024 17:01;
205;26.01.2024 17:01;
206;26.01.2024 17:01;
207;26.01.2024 17:01;
208;26.01.2024 17:01;
209;26.01.2024 17:01;
210;26.01.2024 17:01;
211;26.01.2024 17:01;
